id,sentiment,tweet
1962000248,sadness,I have to go to work with out my @andrajoi and @treykinkade
1962000264,sadness,@vosdjs LOL yea the fondue is on point... but that Chocolate Lava Cake is what you really want...but I wont be here   Im Mon-Fri babes!
1962001529,neutral,@HypeDaGreat Oh ok. I&quot;m @ work so no playing for me til later  lol.
1962001582,neutral,@thetastydactyls  did you try the coat-hanger trick?
1962001606,sadness,That's it? It's done already? This is one proof that there's nothing fair in this world.   http://bit.ly/10UEMq
1962002710,neutral,Will be back in Dallas tomorrow.
1962003105,sadness,I've been offered Fred on loan but I has no moniiieeeess...
1962003761,surprise,"@awaisnaseer I had mailed @badar76 for something, you got the e-mail, I didn't which should probly mean I won't get it"
1962004607,love,"Every time I hear someone from Vancouver, it makes me follow them. I'm hopelessly in love with #vancouver"
1962004767,sadness,"@APStylebook I know, but I need some things in my life to be constant"
1962004783,sadness,Is youtube not working properly for anyone else? I can't watch videos because they keep failing to load
1962005866,neutral,I hate having headrush
1962006463,sadness,no luck in goin to forum.. im about the only person on earth not goin out
1962006691,sadness,Starving. And Alyssa's mom would bring her subway.
1962009071,sadness,has new headphones but no mp3 player yet  http://plurk.com/p/x258n
1962009256,neutral,@causticsoda it was fine. i was still up playing inFamous. sorry to hear how things ended up again
1962015449,sadness,@risquethaianna i cant go swimmin any more
1962015801,neutral,@anisalovesu it was apparently a request by the guests
1962015929,love,rip grandpa  graduation today...
1962016753,neutral,@JonasBrothersOx umm..nope not anymoree
1962016973,sadness,@tommcfly sweet .. Englands becoming lamer and lamer since you guys left
1962017680,sadness,"i got a haircut, i felt like that guy on the &quot;Last Samuri&quot; who was forced to have his ponytail cut off."
1962018147,love,I ate to much lunch...now I don't want to work
1962018710,neutral,@Jengo_ i wanna go to the pub
1962018757,sadness,@GLAMvoy Yes I think so unless it changed.  I sent u a happy mothers day text but u never responded back
1962019012,sadness,@emaxio still @ the courthouse!     Happy to have a job... sad its this one!
1962019013,sadness,@tearose21 Wish I could be there to enjoy a girls day!!!
1962019301,neutral,where is @HoodieCouture ???
1962019848,sadness,And it's gone.
1962020555,sadness,Im here at work super bored
1962020785,neutral,JUST GOT BACK 4RM A LONG WORKOUT AT DA GYM  ....
1962020987,sadness,to cold for the beach  sucky.
1962021758,sadness,@Berumen4 No.  Just sitting around sculpting tiny koi.
1962022315,neutral,just slammed my finger in a car dor  FML ow
1962022433,neutral,Hmph I had to order some bootleg Pharos GPS phone they dont have the BB I wanted at Office Depot
1962022966,neutral,awesome i just ruined all my white clothes i never remember to separate
1962023796,sadness,O.k i feel like i need to cry now  i can't believe that in less than 2 years ill be walking across the stage to get a High School diploma!
1962024211,sadness,@Jonasbrothers Just saw the webc. awesome! i loved all the songs! im sad cuz i couldnt be there  had 2 wake up early and it started at 1am
1962024308,sadness,So now we'll pay more in sales tax...great.  Even worse Mom and Pop businesses have to double what they pay in business licenses.
1962024779,sadness,is stressin h-core. and is supposed to be cleaning her room. and feels like crap.
1962025175,surprise,Can't believe i'm spending my lunch break inside @ my desk
1962025665,neutral,finishing one shift in 37 mins... drive half an hour and start all over again till 1am...and back in @ 11am tomorrow .. and its sunny
1962026211,sadness,back from lunch and it's pouring rain! ugh  ohh well at least it gets me into a Death Cab For Cutie mood!
1962026362,sadness,@Mad_Gab  We should bask in misery together
1962027423,neutral,@kirbywhitehead haha! I remember that! That trip was fun. I Miss miss miss miss miss chu
1962027566,neutral,@chathuraw ???? ???? ????.....  ???? ???? ??????? ?? ???...
1962027598,neutral,wish i was 17 again
1962027718,neutral,says from now it will be impossible to Plurk from work  system administrators closed the access in the firew... http://plurk.com/p/x25jw
1962028666,sadness,i feel super sick
1962029123,sadness,http://wave.google.com/ &lt;3 Google ... wish they'd spend a bit more time adding bits to Chrome though
1962030628,neutral,Twitter is slow!
1962030930,sadness,my head is bruised really bad :|
1962053928,sadness,I hate it when I am in pain
1962054018,love,i have an ipod nano i never use.tut for the love of all things Apple
1962054781,neutral,Just updated #Tweetie and open in browser is still broken.
1962054842,neutral,@rawrrxsteffie yeah quite a few kids in my school got swine flu. they only close down the school if its 30 kids or more
1962055828,sadness,I'm trying to find a pic for twitter but all that  ihave are too big or can't upload. So I shall remain faceless  lol
1962056436,sadness,@crystaaale wtf kinda best friend am I? I *still* haven't met the hubby. That depresses me
1962056440,sadness,Room is so empty
1962056916,neutral,@inlovewitharmy i knoooooooooooow
1962057636,sadness,@lilmo4ever I'm So Mad I Wont Be There!!!!!!!!! UGHHH!!!
1962058027,sadness,"Man, my sinuses r really buggin me this morning"
1962058081,sadness,"Had an interesting evening amongst homeless people in Venice Beach last night, wishing I had my camera with me........ and model releases"
1962058263,neutral,kinda has a headache...
1962058398,neutral,pool is still closed  and it is cloudy. what should i cook tonight?
1962058844,neutral,My trip to Igbaras will be postponed to next week
1962058867,neutral,Is concerned about @pixiefish
1962059774,neutral,@nikkijean wish i coulda been there
1962060629,surprise,Why doesn't McDonald's make PINEAPPLE pies?
1962061347,sadness,This is California it has to be sunny... But its not ::::: makes me kinda sad
1962063100,love,"@Lidybeth inoo thats why i sed ino how u feel coz im in love with kyle, i feel like such a saddo but its true ha i wanna see him tuesday"
1962063225,surprise,"@MetromixOrlando ok cause the one  S orange is still open. Whew, you just scared me. Sorry the one by you closed"
1962063472,sadness,oasis or ribena? toughest decision everrr
1962065004,neutral,@zHundred No. Not professional at all.
1962065447,neutral,@emclev yeah I can imagine!  Not nice   How much longer is your shift?
1962065722,neutral,So Bored. Firday Evening And Nothing To Do
1962066281,neutral,time to be nerd
1962066538,love,@ginjagin I think you're pretty! I'm sorry they made you feel bad
1962067174,surprise,just woke up to a flat tire
1962067649,neutral,On the phone with the bank.
1962067688,relief,@bethanyshondark Ouch. Better get used to it. I think 22 to 25 are prime marriage years.
1962067734,neutral,last day at Adobe  buuuut I just registered for online tech writing course!
1962068458,sadness,"When i say &quot;we close at 6&quot;, it does not mean &quot;come in at 6&quot;. Ffs people. Also RIP Polly"
1962069091,neutral,@taragracee
1962069480,surprise,"Awww NOOO, not my Venus        Will redemption come in doubles?"
1962099910,neutral,"@heresMonique hey u, no not yet  soon maybe tomorrow!"
1962100136,sadness,@amychiu fuck was that the blink/weezer one? I totally forgot.
1962100167,neutral,@nebgen I am lost. Please help me find a good home.
1962100564,sadness,@sonicsalamander Sorry 'bout the migraine.  Did I mention I really liked your Cissbury (sp?) pic last week?
1962100731,neutral,"Of course, the Evil Day Job wants me to stay longer.  I need to win the lottery."
1962101895,sadness,@msdivineknight wish i could  want to stay and play with u guys and enjoy a block party for once
1962101922,sadness,"@yelyahwilliams alright. i REALLY wish you guys could've done a show in tennessee  because now, i can't go to one of your shows :'("
1962102039,sadness,@jovenatheart you never follow me I sad  LOL
1962102183,relief,@thehoodnerd    Ive been dying for those!! They just so expensive in little sizes.
1962102973,sadness,Shoot. Only 12 miles
1962103485,surprise,@tealshocked thats because im getting a new phone since my other phone dont work at all
1962103517,relief,work all day
1962103977,sadness,@siiyu she could have been a lost dog  poor girl
1962104204,sadness,@MrSucre lmao i sure did!!! no luck though
1962104403,neutral,"I'd respond, if I were going"
1962106409,anger,MOtherfuck QW
1962106708,neutral,"@skie I'd have responded, if I were going"
1962106770,sadness,The girl across the hall says her cat got out when the landlord was showing her apt.  so heartbreaking
1962107068,sadness,"Feeling bad for my little sister. Put a lot of money into her Saab, took full coverage off it last week, and totalled it yesterday"
1962107151,surprise,is at the beach watching Xmen Origins and drinking orange juice with no pulp
1962107937,sadness,trying to spending time away from the reality....broke my heart again
1962108019,sadness,Oh no! Poor bears  i just had a nightmare i wrestled a huge snake and won
1962108996,neutral,At the DMV
1962109758,neutral,I hate it when I forget to actually turn on the dryer
1962110041,sadness,"i want my ben and jerrys now lol, TWEET PEOPLE im bored"
1962110365,surprise,@jury323 ommg gurll why aren't u going how sad
1962111837,sadness,not feelin 2day
1962112003,love,@jroberson4 Good luck at the services tomorrow!! I wish I could see you guys on your vacation!
1962112295,sadness,"Going to an engagement party tommorrow night - it should be mine, but its NOT!  Stepping off the soapbox."
1962112836,sadness,@SeviDesigns It'll be delivered next Friday.  That is a looonnnng way away with 5 people! Guess I'll do laundry next week at mil's.
1962113529,sadness,"@audreyallure - I'm really thinking about staying till tomorrow .. I have to be back in Philly 2nite, but I wanna stay so bad."
1962113747,neutral,@statisticsio No! Why?
1962113764,neutral,@katiejonesy it does but that game doesn't.
1962113773,neutral,Aw. Toy Story 3 is coming out NEXT year.
1962113782,sadness,feeling rather peckish...no dinner for at least 2 hours  wah
1962114452,neutral,South of the Border! And officially out of South Carolina until January
1962114754,neutral,"If I were an heiress, I would be shopping all day  Kinda bad, I know"
1962115532,sadness,On my way to lake geneva and I miss my laura
1962116738,neutral,time for work
1962117413,surprise,"@crystaaale dude, that's eff'ed up. LOL @ chris browning you. We live so far apart and Im afraid to fly"
1962117763,sadness,"@CCNKAddict I know... it just falls right at 1pm my time, like right in the middle of the day"
1962134732,neutral,I need more twitter friends. I'm checking this far too often and find nothing new
1962135014,sadness,@wimnms well i miss her i think she would really like it  re:trina
1962135204,sadness,@ChrisEfs i tryed that the other day but they werent giving up what they were using!
1962135505,surprise,"@awaisnaseer I mailed @badar76 for some help, you got reply right now from him, I didn't get, which should probly mean I won't get it"
1962135691,sadness,Nothing like waking up slow in the morning. Docs appt today.
1962136380,neutral,my teeshirt is faaar too small for me but i like it too much to stop wearing it
1962136739,love,@Irish_Jean awessomee! cut my hurrr i give massage? orr alkie? or foodtour? yeaaah! &amp;i'll pray for ur cousin
1962136836,sadness,It went really well! But the vid didnt work.  im sad
1962136850,surprise,"@jerwjr Yes.  Me too. I can't understand why they have to do that. I mean, I know it's all about Hollywood, but this thing is called love."
1962136906,sadness,missed my friggin hair appt!!!
1962136994,sadness,"@Quinztar Oh no, but that means that you won't be able to get pwned by my shottie this weekend"
1962137190,love,"Goood Dayy  Beeen shopping, didn't get what I wanted though  But my best friend has comeeee homeeee!! XD Ily Shannii x"
1962138498,sadness,"hillsong tom. night, and dad's birthday! i wish i could see him on his bday though."
1962138663,surprise,@LadyLogan awwwwww i wish her to be safe while shes gone n hugs to u must of been hard to say goodbye
1962138909,neutral,@atlanta_arcelay http://twitpic.com/4xvw2 - I got chased by a male chihuahua that looked like he was pregnant today  He was black and  ...
1962140277,sadness,@meiko911   didn't have time this morning to go all the way across town to take a pic (SO SAD)
1962141171,neutral,@nick_carter The video is set to private
1962142867,sadness,@marisatangorra it because your handwriting isnt on any of them. and everyone is making fun of me because im sitting by myseld in the lrc
1962143084,sadness,. @wickedblueglow he's in bed sick. Heavy fever. Went to dr's. Part of the reason i'm watching Aladdin 2 now and still haven't been fed
1962143257,neutral,"I don't get it, I was feeling fine yesterday. and now im a ball of sickness ! i hate the flu,"
1962144199,sadness,@tojoha1 sucks that i had to delete it
1962144559,surprise,where did the rain go??
1962145072,neutral,"@justinderekrich Good morning nyc! If I weren't broke, I would have landed there yesterday afternoon."
1962145185,neutral,"@heartintherain yeah but they had to come barcelona, because not all the fans can be in that concert  COME BARCELONA! JESSI TE QUIERO"
1962145354,sadness,I hate taking lily to the doc to get shots. It makes me super sad
1962146374,surprise,Dance Flick actually NOT that good!
1962147403,sadness,@gealbhan_beag     I hate cat pee.
1962147428,neutral,@MarleeMatlin How did your book signing go?  If I lived there I would've came!
1962147441,sadness,@reverieBR That sucks. I hope you find a new job soon
1962147914,surprise,"Chinese Lunch Buffet: $4.50 - Add a soda $1.25 - Noticing the Health Inspection score of 81 as I walk out with my bag, Priceless ....."
1962148313,sadness,"WOW, got killed on first wave of Horde on Gears. FAIL"
1962148974,sadness,"just got back from NOM NOM's at our favourite restaurant here in Haarlem. I'm sad, I will miss eating there, the food is INCREDIBLE"
1962149190,surprise,"BTW, for the record, can I just say I have waaay too many clothes.  While packing, found a green boa &amp; a 22&quot; velvet and black corset."
1962163673,sadness,I worked at a car plant once..nobody believes me though. I repect all the hard workin folks in the world.
1962164760,relief,"@Flamenkers I send messages to greg all the time, no answer  its ok I still love o &amp; a, goog luck with your move to Erie."
1962165355,sadness,i have runny nose... i can't breathe.. terrible feeling...
1962165568,neutral,Is working allll weeekend
1962166327,sadness,"@rakka oh no, you're gonna have to break up w/your ups guy when you move"
1962166790,neutral,@payforglory i am sorry i don't like girls ~that way
1962167067,sadness,"Its sooooooooo not funny when I have to move from computer to computer to render and draw. Come on, Revit! AutoCAD was never this bad."
1962168164,love,Beautiful day on Ocracoke just hope the thunderstorms stay away this afternoon...it's not looking good
1962168915,sadness,My peeps is coming from chi*twn today for the weekend to hang w me and i dont have any time  always workin!
1962169447,love,@Auggie5000 lmao boss ross don't come on out here  I love that man he was the truth
1962169841,surprise,"Wired mag needs to seriously chill out. I just renewed barely 3 months ago, yet they've already sent me 5 renewal letters for next year!"
1962170180,love,"Went to the hairdresser today, she cutted my hair off  I loved my long hair! Dad said he couldn't even see I got a haircut! LAAAME"
1962170334,neutral,@kt__d  make it go awayyyyy
1962170375,neutral,"I waited, listening to wind blowing through the tumbleweed? Are none of you old enough to know what to do when someone says &quot;Crackerack&quot;?"
1962170645,sadness,Bored and lonely at work
1962170690,sadness,The stratus is going bye bye today  i loved that car in high school #fb
1962171118,anger,No gas PLUS no money = Desperation!!!   and that's the word of the day!  http://twitpic.com/66zls
1962171612,neutral,He's getting ear tubes in about an hour so no food
1962171623,relief,finally some effing internet! i effin need to update the wifi in SG malls. Idk how  i miss dada and craigie......
1962171780,surprise,@nick_carter ah nick youï¿½ve set the vid to private  do you not want everyone 2 see it or has it been a mistake?
1962174044,relief,Thanking god for after elton for allowing me to see the new TW trailer since work blocked youtube and lj
1962174894,sadness,LA unified summer schools drastically cut due to CA budget  cuts. Very sad
1962175052,sadness,@eoghancasey oh no!!    i wish i could lay out in the sun!!  i have no garden...LOL
1962176377,sadness,@Orion_Girl OOC sorry we keep missing each other...
1962177936,love,@bondsbustyblond We've just 16ï¿½C today&amp;cold wind..  Want it 2b like 25ï¿½ to 30ï¿½! I love hot weather! But I reaped the 1st strawberry yday!
1962178326,neutral,Now i cant find him  Gonna be a sleepless night tonight
1962178497,love,"@SU2C What about having one in TAMPA? I've been all excited to do the hunt, but I'm too far from any of those cities"
1962179065,neutral,@ItsMeGregory you're so far
1962179814,neutral,I wanna roc wit'chu . Imy buu
1962181092,sadness,"@GabrieleDurning  sadly we were too late for TraceyCakes, but we got them elsewhere- not the same but still yummy. Tea w wee on wknd!"
1962181217,sadness,"So from this moment foward, imma have to spend my money wisely. No dress and shoe shopping every week. No more pigging out @ my fav rest."
1962187986,neutral,@nick_carter Vid is marked private..
1962188314,sadness,@KING617 I REEEALLY wish I could be there  haven't been n a while.what's goin on down there lately?
1962188578,sadness,"hates everything about seafood..esp smell! just so happened to serve lobster in the chow hall... noooowww, I gotta headache.. ugh! smh..."
1962188721,anger,Very bad things.......I need to stop thinking!
1962188741,neutral,@dj_crisis deathmatch? I don't have that game. Plus.... I'm not really good at any games  lol
1962188987,neutral,Stressed out fro work and having a drink
1962189037,neutral,@deejaychips i havent laid my verse yet...
1962189646,neutral,the live version is so much better  ? http://blip.fm/~79my3
1962190247,surprise,"@duncangela I tried sooooo hard to work from home today, but failed  Not my fault though."
1962190322,neutral,@Madrox My condolences.
1962190482,neutral,"@stacywillert yeah that was me yesterday after i found out the house i want is sold, my bank effed me over and then the car accident"
1962190542,surprise,"@yoha_ahoy yeah I really want one too!  Probably in the winter I may be able to get one, but until then."
1962190830,neutral,"@Galia ouch!! Applied Ec over the summer? And no graduation, then?  *hug*"
1962190871,love,@marianalizbeth yayy!!! Im gonna see you today! I miss you!
1962190929,neutral,@ClipperPrincess No I haven't made my page yet.  Had to work
1962191946,sadness,@tanyaahedo - I know! It was drizzling all the way to work!  Hope it warms up this weekend....
1962192529,sadness,@danger_skies miss you too :'( it is!i never want to come home.....seriously
1962193771,sadness,"OK, home made pizza tonight, but horrors, I've run out of anchovies"
1962193859,neutral,night nurse!! :S
1962195160,love,Yeah it's Friday but I have to work at 5am tomorrow  oh well going shopping afterwork
1962195602,relief,@_HarryKim OOC:  It's okay.  Maybe our schedules will work out soon.
1962197390,sadness,@Pretty23rd I wasn't feeling it
1962197648,anger,@anz_rocks19  i have to break the twitterparty... im off home soon
1962198019,love,"fourteen hours later, i'm still having the worst allergy flare-up in my life from shooting an engagement session in a field last night..."
1962198322,surprise,"just got back from the BBQ, i got sunburn on my legs, well sore"
1962200179,neutral,I'm back!! Sudden wave of melancholy takes over. I miss the Shining Emblem
1962200572,neutral,@petewentz hey are you guys planning any So Cal headlining shows around the time of the Blink tour? We dont get you in Irvine
1962200603,sadness,@kheiny so the beneath show got cancelled BUMMER! i guess i wont see you til cornerstone  who are you goign with?
1962200718,sadness,is off to get the boy and then to his doc. Persistent coughs are not good.  http://plurk.com/p/x285t
1962201066,neutral,is awake and does not want to go to work...
1962201239,relief,FINALLY-- Now I am me again.  I had to use internet explorer.  Firefox issues   Back to normal Tweeting.
1962201438,sadness,"this evening,picking up n'pop and go for dinner at Ta Lum Tum Tum (som-tum),Major Avenue..decided to go home(not clubing tonite).."
1962201539,neutral,revising for exams
1962201693,neutral,@iNetters thank you
1962203247,neutral,I must be the only fool in twitterland that doesn't get retweet!!  #sadsville
1962203585,relief,Fighting a migraine   Medication is almost working.
1962203765,love,"Man, the French Open has been on for a week and I haven't had the opportunity to catch a single match"
1962208182,sadness,@spencerkeasey yeah doesn't that suck!  I am working with a Nano here so i had to take 75% of my music off!  so sad
1962208725,sadness,My first car is offically gone.  good bye my turquoise topaz. You will be missed greatly.
1962209368,love,Wishing I could have seen my nephew graduate from kindergarten!
1962209891,sadness,@LimeIce On the way home dood.. Dont think the crappy vodafone gprs can handle yaymen.com
1962210503,neutral,"i love Fly With Me, live chats and don't like being sick."
1962210609,neutral,meditating on my plans for the weekend...gotta work saturday...
1962211615,sadness,"@redsoxgirl28 been there, sadly.  this isn't your first rodeo, my dear, I suspect you've learned your lesson?"
1962211811,sadness,Bushidokan class got canceled.   I'll just have to sign up for karate someplace else!!
1962211890,relief,"Note to self: Omelets are better when made with butter, not olive oil.  Also, @laurendanyelle doesn't like my cooking *spits in a napkin*"
1962212266,sadness,@KoFiBaBy wats gooood !! miss yall already
1962212853,neutral,"@RNconsult alarm watch + pill name display for functioning Alzheimer patients w/b key; hear alarm &amp; ask, &quot;What is that noise about?&quot;"
1962213285,anger,@msaysrawr *points at the gear question I just posted* I cant get the rest of my Dreadweave set
1962213497,neutral,My moms calling hospice 4 great gpa  its only a matter of time only God knows.
1962213992,sadness,this day cant go by any slower
1962215471,sadness,"about to head to Starbucks. was gonna take the bus to Paradise and Starbucks, but missed it by 2 minutes."
1962215569,neutral,@technicoloring 1720 HA. except omg amy bb I have to give my loaner laptop back today so I may be without one for up to a month
1962215942,sadness,@smartie999 That's me on a good day
1962216625,neutral,"On the way to Wildomar, CA towing the Lexus"
1962216862,relief,I'm a lil sad looks like nomore brooklyn 4 a while WTF @lailashah
1962218336,relief,@thedrumlife Oh we're friends now? You know you're so up &amp; down with me.  I retract my last statement thennnnnnnn.
1962218402,sadness,"@xombie yeah, NO. I already called to ask."
1962218483,neutral,"@artbynemo My name is Chad, but I won't be here tomorrow"
1962219516,neutral,Maybe I won't be getting a call.
1962219911,relief,this chipotle line is out the door! but I really want it!!
1962220378,anger,The &quot;Catch Me If You Can&quot; DVD that I rented from Blockbuster.com yesterday was cracked. Figured it out about 35 minutes into the movie.
1962220579,sadness,@myersandchang it's not.
1962220603,sadness,Hi ho its off to work i go again
1962220717,sadness,@DavidArchie I listening Your album on youtube. So awesome. But i can't buy it
1962220867,sadness,My poor poor mouth
1962221710,sadness,"going to work at one sucks, I miss happy hour at sonic"
1962221769,neutral,Wanted to buy Amber Bensons death's daughter today and no where had it
1962222395,neutral,@elishakhalid I called but you didnt answer
1962222507,neutral,@projectcloud pinched nerve
1962222789,sadness,@JazzyLadee1908  I try pretty hard to engage everyone I follow! Some of them lack interesting shit to say so they end up unfollowed
1962222904,sadness,@jewelinthesky was able to create an iTunes acct but can no longer redeem the Kris Allen album. note said it got canceled
1962222954,neutral,@Im_Queen sorry if I got u sick.
1962224754,sadness,"Really mad at myself for forgetting about the May 24 deadline for the 40,000 mile award trips to South America on @UnitedAirlines"
1962224764,sadness,wat a stressful week i jus hope everything falls into place 4me
1962227996,neutral,@Dangrmous where my terri go?
1962228001,love,"@kaylee2o3 HA! finally found someone I know! happy summer Kaylee, too bad I dont get to kick next to you anymore"
1962229040,neutral,@babyblueonline Awww Thatss Well Sad  x
1962229629,neutral,...just waiting to get picked up at the train station by my bro and then off to the gym. Can't believe I bumped someone last night
1962230635,neutral,@hezmcfly eww  What r u doing atm?
1962230931,sadness,@sallyorourke What do you mean by your portfolio is sad?  No luck here.  I've applied about 30 places so far.
1962231513,sadness,"piecing a photo quilt for Boeing employees to be hung in Huntington Beach. Sadly, many people in the quilt pics are now laid off."
1962231606,sadness,@flashlight Hah! Just wait till you turn 40
1962231700,neutral,damn... people contain gluten so now i cant be a cannibal
1962232487,neutral,@SEGA why not united kingdom
1962232934,neutral,@gabyrizzo i want pho... i've never had it before.
1962234127,sadness,saying goodbye to @jesshowe for a year  she's been awesome in helping me fit into the team at Veritas!
1962234255,neutral,"rainy day = Home do what I love to do =WRiTTING MUSiC, a dream dat I gave up on a long time ago"
1962234267,relief,Today's ABA has been full of emotional tears  #ASD #autism some days are harder than others.  Its hard to not intervene  poor baby
1962234541,neutral,@mattydavidson noo  i only started 4th season on wednesday but im on ep11 (Y)
1962234982,sadness,@cheesetal i miss coffee
1962235322,neutral,@craigmcgill Actually maybe not - it's sold out for Sat lunch
1962235452,neutral,makin tea an its stressin me out
1962236661,sadness,@bowwow614 Hey! Is it going to be viewable in the UK this time?  It broke my heart when I couldn't play the last one  haha.
1962236749,sadness,"@ESPNCommunityEd Don't forget Nash, how disappointing as a Suns fan"
1962237614,surprise,Ugh. Another &quot;what day is it today?&quot; (5 most uttered words last 2 weeks for me) - Missed a 10 yr old birthday &amp; it was even on my iCal.
1962237935,sadness,i feel some type of way cause im not talkin to anyone...
1962238508,neutral,"Great weekend ahead at #catlaughs comedy festival in Kilkenny, weather is fantastic. Unfortunately I have to go to Israel on Sunday"
1962239908,neutral,@StaceyVPofWC  I wish I knew someone down there who could hook us up.   a friend told me once that they got crappy seats for a show in CHI
1962239983,surprise,"Yea, someone is getting the best of me."
1962240446,sadness,I think I'm gonna try to go vegetarian again....and no soda and majorly cutback on beer...too many carbs....but its so yummyyy
1962241339,surprise,Cops tell #Tori's Dad they may never find her remains  http://lfpress.ca/newsstand
1962241537,neutral,"I haven't been replying to people because seriously, I haven't refreshed twitter for a while. @ZindelaYentl Sorry.  @erinmcfly Thanks."
1962241551,neutral,Bird poo update... Managed to clean it all off but some slight stainage remains  any tips?
1962242272,neutral,@KristaNeher I wish I was going to Internet Week
1962243528,sadness,@Champion1510 yeah... and neither of them are in huntsville   i would so quit both of my jobs here for one job there.
1962243642,sadness,@YSLaurenT me too
1962243743,neutral,Lately i've been waking up with the sun in my face but not today..
1962244218,surprise,Found out that a schoolmate died of an heart attack this morning. He was barely 35  will miss u bally!
1962244266,sadness,"@theemptynest  I've had that before...sometimes, they turn into other things; felt is very forgiving. Remould? Cut up and re-form?"
1962244514,sadness,@eeks_ I wish you were here NOWWW!!! grrrrrrr
1962244829,sadness,hi guys just doing da usael notmuch really! &lt;3 sad me
1962245057,love,@jazzjeet haha you would do that =P that's cute. nobody ever comes to visit me  god damn lake geneva and how far it is from civilizati ...
1962251977,sadness,"@julnas But then you might end up like that poor bus driver...  And, this is kinda weird, but I wish I was there today! :o"
1962252474,sadness,@xbooernsx I am so jealous. I want a free hamburger
1962252530,neutral,@blueyes121 I would but you're too far away
1962253242,surprise,im still melting and im in the house in the shade  its not fair.
1962253617,surprise,Okay.. so someone has my keys or they are -really- good at this &quot;hide from James&quot; game.
1962254002,neutral,@xvikki Yes it does
1962254082,sadness,@sunflower_seeds dude don't say that
1962254305,surprise,Woke up early!! Dang man I know i'm not going back to sleep
1962254759,sadness,needs more followers
1962255874,sadness,Grr...Fatboy Slim is out of the EDC Lineup.
1962256629,neutral,haven't tweeted in like a day.  so here goes...
1962256777,sadness,i have a empty house and no ine to share it with
1962256864,sadness,"@reactiveretro yeah i agree, he was the best! aww why did he leeaave??"
1962256969,sadness,@Ohmahlanta Esther does not want to deal!
1962256970,relief,"Just watched the trailer for the new Sam Raimi movie, Drag me to Hell.  Looks interesting, but there was no humor in it."
1962257726,neutral,"Lunch is boringgg  driving after school today, ugh hope i do better with mr. Dodd"
1962257822,anger,"It's so annoying when I want to go see The Sats, @OfficialJoBros and @ddlovato in concert..but I know I'LL Have to pay"
1962258156,love,"Field day over. Lots of great action fotos. Ate lunch, need 2 showr, tidy hse, get ready 4 stamp club. Btw Mexican skin got 2 tan 2day"
1962258883,sadness,In checkout line...kate &amp; jon splashed all over us weekly. sad
1962259191,sadness,@lilvanillafrop that's not funny
1962259690,neutral,@robbin_g that is so odd. i wanted to see it this weekend
1962259766,sadness,"I need some motivation in my life, oh and some love would be nice too"
1962260367,neutral,@HandiQuilterBG I have an even dozen.  thanks for reminding me. I quilt 2 and make 3. LOL
1962260631,neutral,just got back from Danas. watching Roseanne before I start to get ready for work
1962261505,surprise,just watching hollyoaks omg
1962262015,sadness,bye bye South Beach....u never let me down
1962262932,sadness,r @njsharkman  that squeeze bacon looks like poop
1962263488,sadness,Well that's the last of the Fabs gone
1962263779,neutral,Has got to look for a job this weekend
1962264095,sadness,*eekkk* back to work
1962264334,neutral,my phone is broken    &amp; im too lazy to go to the verizon store to get a new one.. oh well i guess no phone for awhile.. aha
1962264343,surprise,@channilein It didn't start as a long message ... It just got longer when I wrote it
1962264478,sadness,I want to hang out and play!  But I can't.  Fiddle Faddle on my workload!
1962264862,sadness,"Gosh I miss singer's theater.  I miss learning music, doing acting exercises, n I ESPECIALLY miss being onstage."
1962265051,neutral,Gotta go my phone is on it's last leg so can't promise any update.  3 years I have had it so not bad though  Dumb Blackberry
1962265740,neutral,@a_nobel ? ? ?????????????  = ?????? ?????? ?????? ?? ????
1962266040,sadness,@SoulAfrodisiac I feel you on that one....I moved recently and now the nearest @wholefoods is an hour away
1962266091,love,@babyblueonline omg I'm so sorry to hear that!  If you really need to talk to someone I'm always on here. I'm a shoulder you lean on
1962266547,surprise,@calamitylill Can you send out letters/emails to clients to remind them you're there?
1962266855,love,I miss having nothing to do except lay out beside the pool every day of the summer.  That was much better than spending all day in class.
1962266890,love,"@Kenzielee_ Oh god, yeah! I forgot about that"
1962267095,neutral,@gotcoff33 haha I wish! I have 1 filling that broke and 1 cavitie that needs to get fixed!!!
1962267254,sadness,It's gonna suck being the only sober one tonight
1962267281,neutral,@robinjection well maybe someone will care
1962267346,neutral,@bcabeza I'm going to jordan &amp; jeffs wedding next weekend in atl.
1962267784,sadness,@theNetImp yeah... it's gonna be a long while for me.
1962268018,sadness,HR says ca is taking more tax out of my checks.
1962268352,neutral,"I have a headache, and it's not going away."
1962268529,surprise,I spent an hour this morning going through yearbooks to see when each senior started to Harleton. My speech will be so boring.
1962295051,neutral,http://survivingtheworld.net/Lesson5.html &lt;&lt; I chose the wrong career
1962295396,relief,"It's official, I'm finally getting grey hairs at 36  #fb"
1962296067,neutral,Going there....
1962296307,neutral,"@_Marguerite Yup, that's Dianne and Claudia.  Dianne is new to Tweetville, Claudia has been on a while but not active here"
1962296328,sadness,Feeling bad for @taylorshockley profile pic
1962297039,neutral,@leecattley No idea
1962297052,neutral,Doctors appt
1962297122,sadness,"@itstrizunigs actually, the web works fine. tweetdeck seems to be the culprit  sadness! it's done this at two diff. locations"
1962297668,relief,last day of Bedford County History with @corriemichael  gossiping and twittering away as usual...
